Date,MKT,SMB,HML,RMW,CMA,RF
2012-12-13,-0.005699999999999999,0.0005,0.0006,0.0004,0.0021,1e-05
2012-12-14,-0.0034000000000000002,0.0032,0.0026,-0.002,0.0034999999999999996,1e-05
2012-12-17,0.0116,0.0,0.0059,-0.0036,0.0006,1e-05
2012-12-18,0.012,0.004,0.0007000000000000001,0.0015,-0.006,1e-05
2012-12-19,-0.006,0.006,0.0024,-0.0004,-0.0024,1e-05
2012-12-20,0.0053,-0.0014000000000000002,0.0072,-0.0044,0.0024,1e-05
2012-12-21,-0.0088,0.0040999999999999995,-0.0034000000000000002,0.002,-0.0013,1e-05
2012-12-24,-0.0024,-0.0022,0.0,-0.0011,0.0016,1e-05
2012-12-26,-0.0054,-0.0011,0.0034000000000000002,-0.0014000000000000002,0.0015,1e-05
2012-12-27,-0.0011,-0.0002,-0.0018,0.0018,-0.0003,1e-05
2012-12-28,-0.01,0.0046,0.0001,-0.001,0.0013,1e-05
2012-12-31,0.0171,0.004,-0.0007000000000000001,0.0015,-0.0028000000000000004,1e-05
2013-01-02,0.0262,0.0012,0.0034999999999999996,-0.0063,-0.0004,0.0
2013-01-03,-0.0014000000000000002,0.0013,0.0005,0.0016,0.0023,0.0
2013-01-04,0.0055000000000000005,0.0019,0.0043,-0.0037,0.0026,0.0
2013-01-07,-0.0031,-0.0008,-0.0036,-0.0009,-0.0012,0.0
2013-01-08,-0.0027,0.0003,-0.0006,-0.0017000000000000001,0.0009,0.0
2013-01-09,0.0034000000000000002,0.0024,-0.004,-0.0002,-0.0015,0.0
2013-01-10,0.0066,-0.0059,0.0051,-0.0018,0.0003,0.0
2013-01-11,0.0002,0.0005,-0.0045000000000000005,0.0026,-0.0022,0.0
2013-01-14,-0.0006,0.0003,-0.0009,-0.0009,0.0037,0.0
2013-01-15,0.0019,0.0028000000000000004,0.0002,-0.0008,0.0007000000000000001,0.0
2013-01-16,-0.0004,-0.0023,0.0023,-0.0002,-0.0003,0.0
2013-01-17,0.0060999999999999995,0.0039000000000000003,-0.0009,0.0018,-0.0001,0.0
2013-01-18,0.0029,0.0003,-0.0011,0.0017000000000000001,0.0027,0.0
2013-01-22,0.0048,0.0021,0.0046,-0.0019,0.0011,0.0
2013-01-23,0.001,-0.0034000000000000002,-0.0012,-0.0014000000000000002,-0.0016,0.0
2013-01-24,0.0009,0.0034999999999999996,0.0005,0.0009,0.0053,0.0
