date,ITOT,DIA,SPY,XLG,AIA,GXC,XLY,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ICLN,CGW,WOOD,IYR
2014-02-19 00:00:00+00:00,37.617071409,141.4277922466,163.4266038316,112.8222997288,39.8084356529,66.4471940698,59.6583370258,73.431940453,15.6244224432,53.5027026503,45.2740255768,40.8777839805,32.7182845698,33.0960001496,9.288969903,25.4951222733,47.4954263027,54.5376941123
2014-02-20 00:00:00+00:00,37.8681807186,142.1238298486,164.39098331,113.4374585296,39.8989698878,66.1889911182,59.9809640029,73.9156594644,15.6682702143,53.988341157,45.7013910099,41.3059170006,32.8274364783,33.3512815641,9.2855103239,25.7606812227,47.7295032341,54.4409531915
2014-02-21 00:00:00+00:00,37.7964352016,142.0662261291,164.2034650781,113.0593931121,40.110216436,66.1355698178,60.1007968801,73.3301048716,15.6975020618,53.8875482594,45.7548116891,41.1988837456,32.7000925851,33.3924559858,9.3495125374,25.8151829906,47.7817589405,54.5296323689
2014-02-24 00:00:00+00:00,38.0161558476,142.8171513962,165.1142679188,113.7495408318,40.1270806562,65.6102603645,60.3496805482,74.4333236696,15.8144294514,54.2907198498,46.1020461035,41.0561727389,32.8274364783,33.3101071424,9.5769798637,25.9614964613,47.9158878855,54.6183115463
2014-02-25 00:00:00+00:00,37.9847671839,142.6758007577,165.0517618415,113.5502539902,39.7818079367,64.3726669067,60.7737045753,74.3993784758,15.7194259473,54.1532749895,45.9506875126,41.2078031835,32.7364765546,33.2689327207,9.5051935972,25.9432072774,47.4775305128,54.6424967765
2014-02-26 00:00:00+00:00,38.0340922268,142.9761708646,165.0606912812,113.5266249016,39.9682019498,64.8000373094,61.1147673797,73.9326320613,15.6975020618,54.1532749895,45.9952047453,41.5199835106,32.7637645317,33.1618792243,9.5224914927,25.988930237,47.5580615672,54.7956699012
2014-02-27 00:00:00+00:00,38.2179401143,143.603414323,165.9268469238,114.2310392409,40.5273839891,66.3759656693,61.3636510477,74.0090087473,15.7778896422,54.464816673,46.262308141,41.8500027136,33.0275483105,33.079530381,9.7196875018,26.3334070147,47.719123676,54.7392376973
2014-02-28 00:00:00+00:00,38.3076220106,144.0186318237,166.3465305857,114.3469555246,40.2877345437,66.1088591677,61.6125347158,74.3824058789,15.8582772225,54.464816673,46.3513426062,41.9927137203,33.06393228,33.3101071424,9.6619125308,26.4644490169,47.9911396819,55.1020161504
2014-03-03 00:00:00+00:00,38.0161558476,142.6669663428,165.1767739961,113.5355415389,39.8528151798,65.4945142138,61.031806157,73.9071731659,15.734041871,54.0616450825,46.0397219779,41.8945999032,32.7091885774,32.9807117689,9.6383873928,26.1260991158,47.2806768243,55.1423248674
2014-03-04 00:00:00+00:00,38.6170245529,144.557531133,167.498428296,115.2297026079,40.2966104491,66.4204834196,61.7968929884,74.7133715183,16.0555921926,55.08790004,46.7074804672,42.5546383092,33.136700219,33.2195234147,9.9938591461,26.5467503442,48.0412478935,55.8195113132
2014-03-05 00:00:00+00:00,38.6753177855,144.3101675156,167.6502287695,115.2832024312,40.116784606,65.9574988167,62.0549945701,74.0174950457,16.2236753152,54.9504551797,46.7698045929,42.6527521263,33.1821801809,32.9971815376,9.9272622483,26.5193165684,48.1486226327,55.7469556226
2014-03-06 00:00:00+00:00,38.7201587336,144.9639142188,168.0341946729,115.5863680961,40.6174744288,66.8656609224,62.2116991019,74.5521318478,16.2748310482,54.6114245241,47.0369079886,42.8133020088,33.2276601428,32.8324838508,10.0846730977,26.798226622,48.5584362207,55.4809180903
2014-03-07 00:00:00+00:00,38.7560314922,145.1847745915,168.1056301898,115.6577011938,40.3942454083,66.0287272171,62.1195199655,74.6963989214,16.3479106667,54.4739796637,47.1882665795,42.6259938125,33.1276042267,32.9313024629,10.0414283588,26.8576664694,47.8354463101,54.852102105
2014-03-10 00:00:00+00:00,38.7022223544,144.8755700697,168.0163357937,115.648873723,39.9798293859,65.1561793116,61.9535975202,74.8152070997,16.3552186286,54.703054431,46.9834873095,42.5903160608,33.0730282724,32.8489536195,9.9364301329,26.7296421826,47.3629974576,54.6505585199
2014-03-11 00:00:00+00:00,38.491469898,144.37200842,167.1858979095,115.2207859707,39.6752970721,64.1945959056,61.5940988885,73.9665772551,16.2455992008,54.5930985427,46.6451563415,42.1532636028,33.0002603334,32.7583698918,9.9177484057,26.6473408553,47.056979451,54.9488430258
2014-03-12 00:00:00+00:00,38.5049221825,144.2041545367,167.2305451076,115.1672861475,39.5421584913,64.0699462048,61.5019197522,73.9750635535,16.2163673534,54.583935552,46.5561218763,42.135424727,33.0548362877,33.1701141087,9.8598004557,26.6016178957,46.6186220782,55.0697691768
2014-03-13 00:00:00+00:00,38.0565127009,142.2782520869,165.3553627884,113.9278735759,38.9385969251,62.5563426952,60.755268748,73.2367555887,16.033668307,53.8417333059,45.8972668335,41.8321638378,32.6091326613,33.5159792508,9.6695236048,26.2449788108,46.1944023794,54.892410822
2014-03-14 00:00:00+00:00,37.9937353735,141.9248754906,164.8910319285,113.3839587064,38.9971779007,62.1645864927,60.6999612662,73.3046459763,15.9313568411,53.5485176038,45.719197903,41.8321638378,32.4090208291,33.6724420532,9.548438336,26.1442968538,45.859751109,54.9085343088
2014-03-17 00:00:00+00:00,38.321074295,143.4443948547,166.3822483442,114.4985383571,39.4356476267,62.3782716941,61.105549466,73.6950157048,16.0994399637,54.0708080732,46.280115034,42.1711024787,32.7910525088,33.8947839303,9.6654585993,26.3089909542,45.9381346686,54.9972134862
2014-03-18 00:00:00+00:00,38.6349609321,144.2483266113,167.5698638129,115.4526185381,39.5155307752,63.3487586502,61.3728689614,74.3145154913,16.1798275441,54.6480764868,46.5294115367,42.4119273025,33.2185641504,33.8453746243,9.7214172914,26.4735936088,46.0637631134,55.2390657883
2014-03-19 00:00:00+00:00,38.419724381,143.2853753863,166.6769198515,114.7660374732,38.9297210198,62.5563426952,60.9672807615,73.7544197939,16.1725195823,54.4831426544,46.0486254244,42.0373109099,33.0821242648,33.3101071424,9.7992578213,26.2084004431,45.7461128433,54.2635948366
2014-03-20 00:00:00+00:00,38.6170245529,144.2659954411,167.6502287695,115.5952847333,38.6456920474,62.2714290934,61.1239852933,74.0429539411,16.4282982471,54.4831426544,46.1821771223,42.5992354988,33.3368120513,33.3842211014,9.7560130825,26.1169545239,45.677750926,54.3361505273
