date,ITOT,DIA,SPY,XLG,AIA,GXC,XLY,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ICLN,CGW,WOOD,IYR
2011-04-26 00:00:00+00:00,19662,6236064,146642787,10276,29141,86662,7018813,9186625,50169045,5808571,13096982,8717810,7079482,5269754,49248,242678,29103,7534796
2011-04-27 00:00:00+00:00,16103,5706096,143070032,15096,27093,96250,6427223,18708218,56543845,8697786,15921964,13122115,7908071,6103485,14400,68669,49579,5759253
2011-04-28 00:00:00+00:00,3420,11787502,124737256,4629,52124,75717,6057990,14995450,43515755,5211146,17635847,13802657,8486879,6754098,40200,75281,79602,6937903
2011-04-29 00:00:00+00:00,5394,11422006,114976790,3226,201144,100571,10407854,9928487,24749737,11659451,17234886,12492849,7469706,8734493,39590,156604,40843,8030541
2011-05-02 00:00:00+00:00,7508,10523560,126171453,10609,18757,95227,9329632,17736658,41495935,14832048,15335086,10240026,6674980,5549759,24149,77849,51325,6294407
2011-05-03 00:00:00+00:00,6345,7706003,138157240,8173,31864,99962,6626766,28746792,69303056,11279857,16558509,15244743,8132876,16421626,30240,120082,43677,8359619
2011-05-04 00:00:00+00:00,9287,8264170,182561092,11754,12646,63802,10774599,29744661,91305471,9458824,28936839,21346282,10956790,8645512,28758,39183,51603,7185917
2011-05-05 00:00:00+00:00,4918,11364391,226749811,11155,189574,39769,8067789,44478188,83741398,11711103,34735292,24836331,13362466,5732495,13130,37935,25231,7163886
2011-05-06 00:00:00+00:00,14804,9876322,222802766,11245,50275,46139,5860607,35219925,82819152,7415264,26408184,19617760,10643041,5738309,19107,16292,26028,9647007
2011-05-09 00:00:00+00:00,5311,5465095,113906571,6909,13477,34077,4283086,24191810,38827744,9014632,10790790,13353102,3872325,3921891,8826,27538,41304,4168251
2011-05-10 00:00:00+00:00,3542,4185593,114747161,11380,32701,55679,4985016,17634624,56046953,7761766,15188783,12193140,13393297,8577420,19475,36759,35963,9882104
2011-05-11 00:00:00+00:00,8811,7816239,193519181,6093,35185,87840,4906288,41210046,78574303,13484430,21160648,18084364,11655089,4101430,14979,38985,35309,6798174
2011-05-12 00:00:00+00:00,46917,6681232,171028329,324864,17825,19491,7613237,38856242,63241228,7865208,17978633,18030633,10826582,5880118,111585,27594,16946,5717477
2011-05-13 00:00:00+00:00,7560,6683370,157390444,10697,8803,55542,5135138,36629181,66434515,10087987,20534080,19659046,9956837,6910354,23943,31516,95969,4521381
2011-05-16 00:00:00+00:00,3447,4397991,141591409,12516,30295,53518,8653758,28117215,72963514,7557673,17228919,19573544,16626000,8112708,62188,60945,24325,4878766
2011-05-17 00:00:00+00:00,4998,25408682,192833580,19891,33791,173114,16350561,30110478,79997350,7428358,33893050,23231200,55161198,8554088,9142,40104,42770,7170506
2011-05-18 00:00:00+00:00,9551,4536025,135025396,62152,16365,114341,6299770,25831921,48744771,5604670,21904366,17607979,11733329,5438699,8498,19827,23728,5998759
2011-05-19 00:00:00+00:00,9272,4716556,118664220,4063,24181,81281,4245724,19522753,52081039,17048689,17974730,12816261,8102689,3199156,42265,29184,11825,5117870
2011-05-20 00:00:00+00:00,1182,6886950,182444085,13267,29015,23388,6397193,27049994,72565516,11651253,17171417,17788551,13339309,4461893,14196,49446,16829,5737413
2011-05-23 00:00:00+00:00,11698,5904935,168356335,17593,18112,85831,5180427,20281718,75302852,27816692,25370885,13283036,12079469,5980249,53112,39624,44100,10882352
2011-05-24 00:00:00+00:00,3690,4243094,147060899,11190,20504,30181,4768101,24678435,64560811,10134264,20228148,16589583,8672699,4448829,29492,20467,22772,5952043
2011-05-25 00:00:00+00:00,4381,4107143,150896607,4366,23282,40503,5643661,24906737,69591433,7231942,20813490,16071870,12336410,6263009,27308,39286,176499,7244879
2011-05-26 00:00:00+00:00,9783,6192671,164894518,11127,33473,52807,6601256,18747683,68697362,6553832,17436850,10151410,11009693,3793980,18650,56891,202352,5444523
2011-05-27 00:00:00+00:00,10928,4402416,120803429,9886,20532,26952,4223203,16689999,50120576,7034192,14835380,10600128,12392852,4499055,9023,135121,49838,4434299
2011-05-31 00:00:00+00:00,9712,5289960,164348891,9015,37260,156804,5978324,19293448,65037754,10059975,21634417,16055254,10303507,6371188,24360,240906,457547,8053785
2011-06-01 00:00:00+00:00,11788,8197806,232456164,11363,30555,51206,12417716,27460858,120253376,11909115,35306164,17741582,16019093,7158534,11333,36241,29624,11081388
2011-06-02 00:00:00+00:00,7572,8831412,200320487,7260,46380,89339,7877690,24089393,134718790,7578508,32188975,20052072,10347040,6198411,9692,15611,293735,9758810
2011-06-03 00:00:00+00:00,3621,6223906,234455975,27467,12417,57006,7103234,22366196,97108383,11944071,21161302,16475715,10236473,6087023,21411,18421,154437,8633891
2011-06-06 00:00:00+00:00,9744,4678840,179258735,17256,10281,80737,5161282,23426586,113043328,6498858,22771795,14286308,8307922,5292353,12875,68940,83886,9566997
